# started on Wed Apr  1 09:05:20 2026

1416639065553,,cycles,320103713905,100.00,,
761850934518,,instructions,320103703477,100.00,,
31479039324,,cache-references,320103691021,100.00,,
7636175614,,cache-misses,320103652543,100.00,,
65647,,cpu-migrations,320103598310,100.00,,
787956,,context-switches,320103576920,100.00,,
