# started on Wed Apr  1 08:21:27 2026

1419290453770,,cycles,320135477161,100.00,,
769192643670,,instructions,320135468266,100.00,,
34018700971,,cache-references,320135447701,100.00,,
9243915806,,cache-misses,320135410039,100.00,,
79582,,cpu-migrations,320135352789,100.00,,
862616,,context-switches,320135334336,100.00,,
