scheduler,runs,status,sched_ext_state,current_scheduler,latency_max_us,latency_spikes_over_100us,hackbench_mean_seconds,sysbench_events_per_sec,stressng_bogo_ops_per_sec,notes,log_paths
scx_cosmos,1,completed,enabled,cosmos_1.1.0_gc505008f_x86_64_unknown_linux_gnu,1571.00,4271.00,0.665,,5441.73,,/home/galpt/Desktop/Disk_D/sched-research/testing-scx_flow/comparison-results/20260330_095710/logs/scx_cosmos_run1.log
scx_bpfland,1,completed,enabled,bpfland_1.1.0_gc505008f_x86_64_unknown_linux_gnu,6176.00,2381.00,0.916,,6265.48,,/home/galpt/Desktop/Disk_D/sched-research/testing-scx_flow/comparison-results/20260330_095710/logs/scx_bpfland_run1.log
scx_flow,1,completed,enabled,scx_flow_1.0.0_x86_64_unknown_linux_gnu,2905.00,2481.00,0.631,,6240.85,,/home/galpt/Desktop/Disk_D/sched-research/testing-scx_flow/comparison-results/20260330_095710/logs/scx_flow_run1.log
