scheduler,overall_status,overall_note,mixed_max_us,rt_max_us,kernel_stalls,summary_path
scx_cosmos,failed,runnable-task-stall-detected,2278,7951804,1,/home/galpt/Desktop/Disk_D/sched-research/testing-scx_flow/latency-stress-comparisons/20260330_122650/runs/scx_cosmos/latency_stress_summary.env
