# started on Tue Mar 31 18:50:51 2026

1432796048419,,cycles,320048220931,100.00,,
614839267056,,instructions,320048229827,100.00,,
23384370298,,cache-references,320048221251,100.00,,
5785648178,,cache-misses,320048193159,100.00,,
17168,,cpu-migrations,320048143448,100.00,,
569656,,context-switches,320048130532,100.00,,
