# started on Tue Mar 31 19:10:51 2026

1421604187214,,cycles,320180953968,100.00,,
792814792738,,instructions,320180952084,100.00,,
36915530239,,cache-references,320180940854,100.00,,
11039586598,,cache-misses,320180908523,100.00,,
96095,,cpu-migrations,320180855434,100.00,,
1080591,,context-switches,320180838283,100.00,,
